user_id,age,gender,country,subscription_plan,join_date
327,57,Female,United Kingdom,Free,2024-11-24
328,49,Female,Netherlands,Basic,2023-05-19
329,70,Male,Australia,Premium,2021-11-04
330,62,Male,Brazil,Free,2026-05-15
331,55,Male,Canada,Standard,2020-06-30
332,17,Male,United States,Basic,2024-03-18
333,59,Male,India,Free,2024-02-18
334,17,Male,India,Free,2019-06-21
335,35,Female,United Kingdom,Premium,2025-02-02
336,45,Male,France,Free,2023-01-02
337,70,Female,Singapore,Free,2020-05-24
338,66,Male,UAE,Standard,2023-05-03
339,36,Other,United Kingdom,Basic,2024-10-27
340,32,Female,France,Free,2025-10-03
341,67,Male,India,Free,2022-09-05
342,57,Male,United States,Standard,2020-11-13
343,59,Male,United States,Standard,2022-12-15
344,54,Other,India,Premium,2019-08-23
345,19,Female,United States,Basic,2020-10-17
346,16,Male,Canada,Standard,2019-05-23
347,23,Male,Brazil,Free,2023-04-18
348,51,Male,India,Basic,2023-02-28
349,38,Male,India,Free,2023-02-12
350,40,Male,India,Premium,2019-04-17
351,62,Male,United Kingdom,Premium,2020-04-27
352,31,Female,Germany,Free,2025-11-11
353,33,Female,Netherlands,Free,2020-07-09
354,69,Male,India,Standard,2019-12-26
355,66,Female,Japan,Free,2022-11-24
356,60,Male,United Kingdom,Premium,2020-10-07
357,60,Female,Germany,Free,2023-01-20
358,47,Male,Netherlands,Standard,2021-08-27
359,65,Female,United States,Basic,2024-03-29
360,66,Other,India,Premium,2019-09-27
361,34,Male,Germany,Basic,2023-08-10
362,64,Male,Canada,Free,2022-07-22
363,56,Male,United States,Basic,2020-06-09
364,68,Female,Australia,Free,2020-06-12
365,42,Female,Singapore,Standard,2024-10-23
366,24,Male,India,Premium,2021-07-12
367,37,Female,United Kingdom,Free,2019-11-20
368,31,Male,Mexico,Free,2026-01-04
369,34,Female,India,Basic,2025-08-21
370,52,Male,Australia,Standard,2025-10-14
371,36,Female,Canada,Standard,2019-04-27
372,20,Male,Australia,Basic,2026-04-21
373,28,Female,United States,Basic,2024-08-01
374,55,Female,Australia,Free,2021-09-30
375,66,Female,United States,Basic,2019-09-03
376,25,Male,United Kingdom,Free,2025-10-20
377,24,Male,Germany,Standard,2022-11-15
378,40,Male,United States,Basic,2022-07-31
379,30,Male,India,Free,2020-02-01
380,18,Male,United States,Basic,2021-10-13
381,70,Female,Japan,Premium,2022-07-04
382,27,Female,United Kingdom,Basic,2024-08-04
383,34,Female,India,Free,2024-02-16
384,30,Male,United States,Free,2024-07-20
385,53,Female,Australia,Basic,2025-01-07
386,15,Female,United States,Premium,2023-02-07
387,63,Male,India,Free,2025-04-20
388,27,Male,India,Free,2024-01-19
389,63,Female,Japan,Basic,2025-11-07
390,22,Male,India,Free,2022-10-20
391,50,Female,France,Free,2024-09-16
392,40,Female,India,Free,2022-09-26
393,66,Male,United States,Basic,2024-10-12
394,23,Male,Canada,Free,2025-11-30
395,62,Female,Canada,Basic,2024-09-18
396,49,Female,Canada,Basic,2019-03-10
397,38,Male,India,Basic,2022-06-14
398,65,Female,Singapore,Basic,2025-09-10
399,45,Male,Australia,Premium,2025-06-27
400,51,Male,India,Basic,2024-11-17
401,55,Female,Brazil,Free,2021-09-19
402,17,Female,Germany,Free,2023-12-12
403,35,Male,United States,Free,2024-08-17
404,64,Female,United States,Standard,2019-09-13
405,60,Male,India,Free,2026-06-05
406,45,Female,United States,Free,2024-12-23
407,36,Female,Germany,Premium,2026-03-19
408,66,Female,Canada,Free,2021-10-06
409,32,Female,India,Premium,2022-05-04
410,64,Male,India,Standard,2022-07-22
411,45,Male,Mexico,Standard,2022-01-25
412,33,Male,Germany,Free,2023-06-05
413,67,Male,Brazil,Free,2019-06-22
414,33,Female,India,Premium,2026-05-10
415,31,Female,India,Standard,2022-01-15
416,50,Female,India,Basic,2025-07-31
417,30,Male,Australia,Basic,2026-02-26
418,29,Male,United States,Standard,2020-02-16
419,58,Female,India,Basic,2020-10-08
420,41,Female,UAE,Basic,2026-04-18
421,27,Female,India,Free,2019-08-31
422,64,Male,Canada,Basic,2019-06-02
423,26,Male,Japan,Premium,2019-05-29
424,68,Male,United Kingdom,Premium,2022-03-31
425,17,Male,Canada,Free,2022-10-04
426,33,Male,Australia,Basic,2020-07-03
427,69,Female,India,Standard,2022-09-16
428,25,Female,Australia,Standard,2019-02-27
429,62,Male,India,Standard,2021-03-02
430,26,Female,Australia,Basic,2023-10-18
431,47,Male,United States,Free,2020-07-29
432,45,Male,India,Free,2021-08-22
433,43,Female,Mexico,Free,2025-06-04
434,15,Male,United States,Free,2026-06-28
435,22,Male,India,Standard,2022-06-27
436,59,Male,South Africa,Free,2025-11-22
437,29,Male,India,Free,2025-10-17
438,38,Male,United Kingdom,Basic,2025-01-10
439,66,Female,India,Free,2025-09-06
440,70,Female,United Kingdom,Basic,2023-01-21
441,19,Female,India,Standard,2024-09-01
442,27,Female,India,Free,2024-11-01
443,43,Male,India,Basic,2020-01-08
444,47,Male,India,Free,2023-08-29
445,44,Female,United Kingdom,Standard,2022-06-16
446,61,Male,India,Free,2021-06-11
447,52,Male,United States,Standard,2025-01-25
448,18,Female,India,Premium,2019-05-10
449,33,Male,Brazil,Standard,2026-03-30
450,41,Male,UAE,Basic,2023-03-27
451,39,Male,Italy,Premium,2020-06-28
452,56,Female,India,Premium,2023-05-29
453,48,Male,Italy,Standard,2019-04-04
454,34,Male,Germany,Basic,2023-04-03
455,67,Male,United States,Free,2021-02-11
456,61,Female,India,Standard,2025-11-23
457,64,Female,UAE,Free,2019-10-03
458,21,Female,United States,Standard,2019-07-19
459,30,Female,United States,Free,2021-06-08
460,63,Female,India,Basic,2022-03-30
461,29,Female,France,Free,2025-09-15
462,64,Female,United States,Free,2020-08-09
463,57,Female,United States,Free,2025-03-30
464,52,Female,South Africa,Basic,2023-10-16
465,50,Female,Italy,Premium,2023-04-11
466,65,Female,Germany,Basic,2022-05-13
467,39,Male,United Kingdom,Free,2021-07-12
468,34,Female,India,Basic,2019-08-25
469,50,Male,United States,Basic,2023-05-10
470,30,Male,United States,Free,2024-01-17
471,69,Male,United Kingdom,Standard,2019-07-31
472,32,Male,Canada,Free,2019-10-26
473,27,Female,Canada,Standard,2021-06-07
474,45,Male,UAE,Free,2019-03-04
475,28,Female,Italy,Free,2024-05-15
476,30,Female,Germany,Free,2021-09-07
477,50,Male,India,Basic,2026-04-11
478,37,Male,United States,Premium,2024-03-23
479,21,Female,France,Standard,2022-08-04
480,28,Male,United States,Basic,2021-06-25
481,62,Male,India,Premium,2025-06-30
482,61,Male,India,Free,2023-04-05
483,51,Female,United Kingdom,Standard,2022-10-14
484,31,Female,United Kingdom,Standard,2024-07-02
485,44,Male,Brazil,Free,2025-02-16
486,46,Male,UAE,Premium,2019-08-29
487,48,Male,Japan,Premium,2026-06-30
488,18,Female,United States,Standard,2021-08-05
489,19,Female,India,Basic,2023-03-09
490,18,Female,Australia,Basic,2024-06-02
491,57,Female,India,Basic,2019-02-18
492,16,Female,India,Premium,2019-03-12
493,47,Female,Germany,Standard,2021-01-04
494,21,Female,United Kingdom,Free,2025-12-13
495,48,Male,United States,Standard,2019-11-20
496,38,Female,United States,Free,2021-07-14
497,34,Female,Japan,Standard,2026-04-15
498,63,Male,United States,Free,2024-05-03
499,18,Female,Germany,Free,2023-11-13
500,56,Female,Canada,Premium,2020-01-26
501,48,Female,India,Premium,2025-05-10
502,45,Male,South Africa,Standard,2022-02-22
503,49,Female,India,Premium,2022-07-12
504,16,Other,Canada,Standard,2023-06-20
505,19,Male,Canada,Basic,2023-05-13
506,58,Female,United States,Standard,2020-07-27
507,65,Other,France,Basic,2022-11-17
508,18,Male,India,Free,2025-10-14
509,64,Female,Canada,Premium,2022-08-29
510,16,Female,Brazil,Basic,2021-07-23
511,37,Female,United States,Free,2025-07-27
512,57,Male,Brazil,Free,2021-10-06
513,60,Male,India,Free,2026-02-09
514,24,Female,United States,Free,2019-01-22
515,34,Male,Brazil,Free,2019-12-24
516,26,Male,United Kingdom,Basic,2020-02-28
517,16,Male,United Kingdom,Basic,2022-08-21
518,70,Male,India,Free,2019-12-13
519,61,Female,UAE,Premium,2025-05-31
520,48,Male,United States,Free,2022-05-18
521,32,Female,India,Basic,2023-09-21
522,34,Female,India,Free,2021-10-07
523,61,Female,Canada,Free,2020-03-14
524,23,Male,Mexico,Free,2025-12-15
525,39,Female,United States,Free,2026-04-20
526,53,Male,United States,Premium,2021-04-02
527,45,Male,Italy,Premium,2022-04-08
528,62,Female,United Kingdom,Basic,2021-09-19
529,35,Male,Japan,Free,2020-04-11
530,51,Male,Netherlands,Free,2025-03-03
531,16,Female,United States,Standard,2023-12-01
532,66,Male,Germany,Standard,2023-08-03
533,58,Female,Australia,Free,2026-05-21
534,24,Female,Brazil,Free,2025-09-15
535,45,Female,United Kingdom,Premium,2023-09-10
536,49,Male,Italy,Standard,2025-01-08
537,53,Female,India,Standard,2026-05-17
538,57,Male,Australia,Free,2026-03-27
539,58,Female,Italy,Free,2023-10-30
540,21,Male,India,Basic,2024-10-25
541,50,Female,Canada,Basic,2023-05-22
542,44,Female,Canada,Basic,2022-11-13
543,16,Female,India,Premium,2019-12-18
544,22,Female,France,Free,2022-11-06
545,44,Female,United Kingdom,Free,2020-02-04
546,43,Female,United States,Free,2019-07-03
547,66,Female,India,Free,2020-03-23
548,58,Female,South Africa,Standard,2024-10-14
549,26,Female,United States,Basic,2024-03-07
550,29,Female,Australia,Free,2026-05-16
551,42,Male,France,Premium,2024-01-16
552,52,Male,India,Free,2022-02-14
553,63,Female,Brazil,Basic,2025-01-08
554,26,Male,India,Free,2024-06-27
555,48,Other,United States,Free,2023-05-27
556,52,Male,United States,Basic,2020-12-07
557,67,Female,Brazil,Premium,2025-08-14
558,20,Female,United States,Free,2020-04-24
559,26,Male,India,Free,2025-09-08
560,23,Female,United States,Basic,2025-01-10
561,59,Female,Mexico,Free,2020-11-14
562,46,Male,India,Standard,2025-12-12
563,18,Female,Mexico,Basic,2021-03-10
564,67,Male,Canada,Standard,2023-08-03
565,58,Female,Germany,Basic,2020-11-16
566,20,Female,Brazil,Free,2019-05-14
567,32,Male,India,Standard,2025-05-05
568,62,Female,United Kingdom,Basic,2025-06-03
569,22,Male,United Kingdom,Premium,2025-01-29
570,67,Female,Brazil,Basic,2021-06-14
571,42,Male,Japan,Standard,2022-05-04
572,70,Other,United States,Free,2019-12-23
573,43,Female,India,Standard,2021-05-09
574,66,Female,Germany,Premium,2025-11-04
575,55,Male,Canada,Standard,2021-04-27
576,66,Male,United States,Free,2025-01-15
577,25,Male,Germany,Free,2021-12-31
578,69,Female,UAE,Standard,2020-07-09
579,63,Female,South Africa,Premium,2026-05-10
580,23,Female,India,Free,2022-08-12
581,68,Male,Japan,Free,2020-08-05
582,51,Female,Australia,Free,2019-11-06
583,55,Female,Brazil,Basic,2022-02-13
584,59,Female,United States,Premium,2022-09-02
585,52,Male,Brazil,Standard,2024-02-21
586,55,Female,United States,Free,2024-12-29
587,40,Male,United States,Free,2022-01-04
588,35,Female,United States,Basic,2025-05-07
589,69,Female,United States,Standard,2019-07-18
590,17,Male,Brazil,Basic,2020-05-23
591,69,Male,United States,Premium,2023-10-19
592,27,Other,UAE,Premium,2022-05-21
593,25,Female,Singapore,Free,2023-01-16
594,31,Male,Australia,Basic,2019-08-01
595,40,Female,France,Standard,2023-10-25
596,56,Male,India,Free,2019-11-16
597,23,Female,United Kingdom,Basic,2019-02-03
598,59,Male,India,Premium,2020-06-25
599,45,Male,United States,Standard,2020-02-24
600,21,Male,UAE,Free,2020-06-29
601,56,Other,India,Basic,2019-02-04
602,54,Female,United States,Standard,2026-01-16
603,62,Male,United States,Standard,2021-06-08
604,20,Female,India,Free,2023-04-22
605,37,Other,United States,Free,2022-02-08
606,56,Male,United Kingdom,Basic,2025-10-24
607,33,Female,Germany,Standard,2026-05-20
608,34,Male,Canada,Free,2023-05-24
609,33,Female,Brazil,Standard,2021-09-07
610,46,Male,India,Basic,2019-10-18
611,48,Female,India,Free,2022-07-20
612,23,Male,Japan,Basic,2025-02-15
613,58,Male,United States,Premium,2019-10-26
614,16,Female,India,Free,2019-09-05
615,65,Male,India,Standard,2023-08-29
616,42,Female,India,Basic,2025-11-28
617,24,Male,United States,Basic,2021-04-12
618,66,Male,United States,Basic,2026-04-15
619,58,Female,United States,Basic,2021-09-04
620,18,Male,South Africa,Free,2025-11-12
621,53,Male,Australia,Standard,2020-12-20
622,22,Male,India,Free,2024-07-26
623,37,Female,Brazil,Standard,2020-11-14
624,38,Male,Brazil,Free,2020-04-28
625,64,Female,United States,Basic,2024-11-15
626,19,Male,Italy,Basic,2024-07-25
627,44,Female,India,Premium,2020-11-14
628,38,Male,Brazil,Premium,2020-04-17
629,29,Female,India,Premium,2019-02-20
630,30,Male,United States,Premium,2021-01-03
631,69,Male,Brazil,Standard,2026-05-09
632,41,Male,India,Premium,2022-08-03
633,32,Female,Canada,Free,2019-08-04
634,26,Male,United Kingdom,Free,2023-07-01
635,19,Female,Singapore,Standard,2022-06-26
636,35,Male,United States,Free,2022-04-09
637,51,Female,France,Free,2023-02-17
638,52,Other,Netherlands,Standard,2025-02-16
639,63,Female,India,Premium,2019-04-08
640,29,Female,Australia,Standard,2019-02-09
641,36,Male,Australia,Standard,2022-06-13
642,21,Male,Netherlands,Basic,2019-09-03
643,24,Female,India,Premium,2024-10-29
644,41,Female,United States,Premium,2019-12-14
645,52,Male,India,Standard,2019-11-03
646,52,Female,United States,Premium,2021-08-27
647,33,Male,United States,Standard,2022-08-29
648,35,Male,India,Premium,2020-07-11
649,64,Female,India,Free,2024-01-16
650,44,Male,India,Free,2021-04-30
651,43,Male,India,Free,2020-10-07
652,66,Female,Japan,Standard,2019-06-15
653,28,Female,United States,Free,2021-10-13
654,37,Male,India,Free,2020-12-13
655,16,Female,Singapore,Basic,2025-03-03
656,30,Male,India,Standard,2020-05-12
657,15,Male,Brazil,Free,2021-03-22
658,67,Male,Germany,Premium,2019-12-11
659,52,Female,South Africa,Free,2019-09-22
