movie_id,title,genre,language,release_year,imdb_rating,director,revenue
91,Shattered Horizon,Sci-Fi,English,1984,8,Anjali Kumar,1303892.24
92,Dark River,Horror,English,2019,2.3,David Kumar,14445362.79
93,Dark Kingdom,Action,Tamil,1986,5.6,Luis Iyer,18275202.1
94,Frozen Empire,Documentary,English,1999,8.2,Wei Kim,17231785.31
95,Burning Truth,Crime,English,1992,4.9,Yuki Rossi,13008442.65
96,Frozen Island,Animation,Hindi,2007,8.6,James Kumar,4206403.76
97,Distant Symphony,Fantasy,Portuguese,1991,3.8,Aiko Patel,13498466.94
98,Endless Legacy,Romance,English,2016,4,Arjun Kumar,4986211.07
99,Lost Journey,Comedy,English,2017,3.4,James Iyer,4956687.09
100,Secret Journey,Adventure,Tamil,2021,5.5,Anjali Chen,17662359.21
101,Lost War,Horror,English,1998,3.7,Anjali Smith,16567104.51
102,Crimson Kingdom,Horror,Spanish,1991,5.4,Arjun Sharma,11943133.96
103,Dark Truth,Thriller,English,2001,3.1,Carlos Kumar,14657957.54
104,Crimson Shadows,Horror,Hindi,2003,3.4,Sofia Garcia,15915859.3
105,Endless Symphony,Drama,Hindi,2005,7,Wei Reddy,3315601.9
106,Midnight Path,Romance,Korean,2006,9.1,Sofia Costa,94534404.84
107,Silent Truth,Adventure,English,2026,5,Raj Silva,96275864.84
108,Golden Echo,Crime,Mandarin,2009,7.8,Wei Sharma,2892811.29
109,Shattered Kingdom,Crime,French,2003,7.5,Yuki Watanabe,3278203.73
110,Eternal Kingdom,Drama,Hindi,1992,4.3,Anjali Wong,12172512.04
111,Shattered Kingdom,Fantasy,French,1990,6.8,Emma Kim,16934710.01
112,Frozen Dream,Crime,English,2005,9,Yuki Iyer,3031869.49
113,Crimson Horizon,Animation,Telugu,2023,2.3,David Chen,9141883.27
114,Sacred Path,Romance,French,2007,4.9,Priya Patel,3616340.18
115,Silent Voyage,Documentary,Hindi,2008,7.7,Luis Kapoor,8036829.8
116,Golden Empire,Horror,Hindi,1985,8,Sanjay Anderson,861000.05
117,Hidden Kingdom,Fantasy,Hindi,2026,5.8,Anjali Anderson,137494218.1
118,Hidden Shadows,Drama,Portuguese,2026,7.2,Maria Smith,17719614.19
119,Sacred Dream,Adventure,German,1994,2.5,Priya Kim,3217410.61
120,Dark City,Documentary,English,2012,9.2,Nina Smith,12336531.49
121,Lost River,Horror,English,1991,5,Arjun Fernandes,50373567.96
122,Midnight Legacy,Animation,English,2003,9.2,Luis Reddy,13790137.8
123,Last City,Animation,French,2005,7.5,Priya Kumar,7410442.33
124,Hidden Truth,Horror,German,2008,3.7,Hana Nolan,10346330.09
125,Sacred Flame,Adventure,Mandarin,2026,2,Anjali Rossi,12340238.42
126,Distant Path,Animation,Hindi,1983,3,Emma Kim,494675.97
127,Silent Flame,Horror,Hindi,2013,4.7,Emma Silva,11802377.57
128,Crimson Truth,Crime,Tamil,1990,3,Emma Watanabe,1320189.43
129,Hidden City,Sci-Fi,Tamil,1980,2.4,Elena Muller,11590526.34
130,Dark Garden,Fantasy,Spanish,1990,8.8,Anjali Nolan,8149475.05
131,Lost Dream,Action,Mandarin,1986,2.1,Elena Smith,4030389.43
132,Dark Garden,Adventure,Korean,2019,3.3,Sofia Garcia,1017391.01
133,Frozen Island,Action,Hindi,2007,7.6,Luis Garcia,9077120.42
134,Lost Legacy,Romance,English,1982,2.9,Arjun Nolan,11098065.77
135,Distant Garden,Romance,English,1993,2.6,Sanjay Sharma,18098815.35
136,Crimson Dream,Fantasy,Mandarin,1992,8.6,David Kim,18155989.46
137,Endless Symphony,Documentary,Tamil,2024,2,Raj Silva,62089126.73
138,Sacred Storm,Sci-Fi,French,1984,6.2,Yuki Watanabe,2282266.22
139,Dark Dream,Horror,Portuguese,2024,2.2,Anjali Watanabe,12695868.63
140,Golden Horizon,Drama,Telugu,2003,3.5,Elena Garcia,156039062.2
141,Shattered Legacy,Thriller,English,1987,2.3,James Lee,2696442.04
142,Crimson Heart,Horror,Hindi,1996,2.2,Arjun Lee,15209047
143,Forgotten Voyage,Animation,Hindi,1998,6.6,Raj Silva,10396516.22
144,Last Truth,Documentary,Japanese,2014,6.2,James Costa,3448906.64
145,Silent Garden,Thriller,English,1983,2,Nina Chen,15945599.36
146,Eternal Symphony,Crime,Hindi,2012,4,Yuki Lee,18768870.14
147,Lost Symphony,Comedy,English,2020,7.8,Nina Reddy,12577247.41
148,Rising Legacy,Sci-Fi,Mandarin,1985,5.2,Raj Muller,5300748.65
149,Endless Garden,Comedy,Hindi,2020,3.8,Luis Watanabe,15101789.83
150,Dark Horizon,Horror,French,2013,3.2,Luis Reddy,3432533.15
151,Burning City,Crime,English,2001,5.5,Emma Anderson,6065078.51
152,Dark Empire,Fantasy,English,1995,7.4,Hana Anderson,4762450.41
153,Crimson City,Fantasy,Portuguese,1990,9.2,Maria Smith,19677464.06
154,Sacred Heart,Sci-Fi,English,1986,6.8,Maria Kumar,7797407.22
155,Broken Shadows,Sci-Fi,Telugu,2007,7.2,Sanjay Lee,2879159.93
156,Dark Echo,Action,Japanese,2007,7.3,Chris Silva,13374520.01
157,Wild Journey,Adventure,English,1987,5.4,David Kumar,2002442.86
158,Distant Journey,Sci-Fi,Japanese,2020,3.2,Aiko Wong,12450297.07
159,Distant Garden,Adventure,Korean,1991,8.7,David Sharma,9822311.27
160,Last Horizon,Romance,Spanish,1990,7.4,Carlos Anderson,16950832.06
161,Burning Island,Thriller,Japanese,2012,2.1,Priya Anderson,14855093.14
162,Burning Storm,Adventure,English,2012,7.7,Maria Kim,1179535.18
163,Midnight Echo,Sci-Fi,English,1984,5.1,Aiko Muller,2229706.57
164,Sacred Echo,Animation,Portuguese,2005,5.5,Yuki Watanabe,32401092.54
165,Crimson Symphony,Adventure,Spanish,1994,8.1,Wei Muller,16622446.45
166,Distant War,Romance,German,2021,2.9,Nina Muller,4647555.96
167,Shattered City,Sci-Fi,Korean,2010,2,Arjun Muller,6071314.45
168,Frozen Symphony,Sci-Fi,French,1985,6.9,Priya Watanabe,173800182.9
169,Broken Kingdom,Crime,Mandarin,1988,6,Priya Costa,279007.23
170,Golden Heart,Romance,French,2017,3.1,Emma Kapoor,6961559.32
171,Hidden Storm,Sci-Fi,Tamil,1990,6.6,Hana Garcia,17883554.94
172,Sacred Storm,Documentary,Japanese,2013,2.6,Luis Chen,5326661.79
173,Lost Empire,Documentary,Spanish,1983,5.6,Wei Wong,3334096.93
174,Dark Shadows,Comedy,Telugu,2009,7.2,Nina Lee,7530409.66
175,Distant Kingdom,Comedy,Korean,2020,6.8,Raj Kim,14743998.95
176,Forgotten Legacy,Animation,Spanish,1989,2.3,Aiko Watanabe,17240715.74
177,Rising River,Documentary,German,2015,7.8,Carlos Lee,8476652.57
178,Endless Horizon,Romance,English,2011,5,Sanjay Kumar,82065836.46
179,Crimson Symphony,Drama,Hindi,2000,7.3,Wei Costa,427698181.9
180,Broken Echo,Fantasy,Spanish,2005,6.1,Anjali Iyer,173903.02
181,Crimson Symphony,Crime,German,1983,7.9,Elena Kim,2983680.31
182,Dark Kingdom,Thriller,English,2020,5.4,Yuki Chen,17390656.66
183,Distant Legacy,Adventure,English,1988,7.9,Elena Kumar,53259738.36
184,Broken River,Action,Hindi,2021,6.3,Anjali Wong,835619.96
185,Last Path,Crime,Japanese,2005,5.3,Raj Iyer,19862868.55
186,Hidden Symphony,Sci-Fi,Spanish,1985,6.8,Carlos Watanabe,8568646.01
187,Silent Legacy,Drama,English,1987,3,Raj Kumar,4883294.15
188,Eternal Horizon,Horror,German,2025,7.2,Wei Garcia,11171904.03
189,Frozen War,Adventure,Italian,1996,8.9,Anjali Nolan,343854.84
190,Dark Kingdom,Sci-Fi,Hindi,2026,6.5,Nina Kim,7382933.31
191,Wild War,Documentary,Korean,1989,9.2,Maria Muller,49524627.13
192,Distant Symphony,Sci-Fi,German,2008,9.1,Chris Fernandes,1259724.24
193,Dark River,Crime,Japanese,1980,8.2,Hana Lee,19528931.22
194,Lost Echo,Sci-Fi,Korean,2018,7.8,Emma Patel,83615.82
195,Midnight City,Sci-Fi,English,1982,4.2,Wei Costa,19508637.96
196,Endless Symphony,Horror,Spanish,2014,6.2,Michael Smith,14457702.53
197,Lost Heart,Crime,English,2005,5.5,Carlos Kumar,236923.87
198,Shattered War,Animation,English,2002,7.8,Emma Iyer,17943735.59
199,Secret River,Documentary,Spanish,1992,3.4,Carlos Garcia,14036229.93
200,Rising Flame,Crime,Hindi,2013,8.4,Emma Nolan,108788350.1
201,Last Truth,Adventure,Hindi,1985,3.2,Hana Sharma,10413163.47
202,Silent Legacy,Action,English,2016,5.6,Chris Smith,15594856.23
203,Distant Legacy,Documentary,German,2018,9.2,Arjun Nolan,19892556.12
204,Shattered Kingdom,Action,English,2015,4.8,Luis Wong,183785548.8
205,Golden Voyage,Adventure,Hindi,1987,7.3,James Kumar,4702497.33
206,Golden Garden,Sci-Fi,English,1990,4.8,Emma Rossi,18837188.02
207,Rising Horizon,Animation,Mandarin,1983,3.9,Sanjay Wong,2938711.44
208,Silent Storm,Adventure,Japanese,2017,6.4,Maria Wong,5177360.07
209,Last Truth,Documentary,Hindi,2008,3.8,Wei Sharma,18256107.45
210,Broken Dream,Thriller,English,2019,8.5,Wei Patel,186669179.7
211,Shattered Shadows,Adventure,English,2001,4.4,Emma Wong,7352339.99
212,Forgotten Journey,Fantasy,English,2025,5.4,Wei Patel,67951421.55
213,Distant Journey,Comedy,English,2016,8.3,David Kapoor,2229294.85
214,Burning Symphony,Drama,English,2012,2.4,Carlos Reddy,5760351.35
215,Midnight Storm,Horror,Hindi,1996,9.5,Emma Chen,8341938.1
216,Eternal Horizon,Fantasy,Portuguese,1989,9.3,Raj Patel,6851073.92
217,Hidden War,Action,German,2013,4.1,Priya Silva,8208363.93
218,Midnight Flame,Comedy,English,1991,5.9,Emma Kapoor,1631370.88
219,Golden Voyage,Fantasy,Spanish,1997,3.3,Wei Kim,12587470.87
220,Crimson Flame,Romance,English,1984,7.2,Sanjay Silva,18329149.12
221,Secret Truth,Horror,English,2020,8.5,Nina Garcia,18208808.49
222,Frozen Empire,Adventure,English,1991,6.2,Priya Nolan,7454748.22
223,Dark Shadows,Horror,Spanish,2008,9.3,James Chen,4932284.76
224,Forgotten Echo,Crime,German,1983,4.2,Maria Wong,561554.71
225,Endless Empire,Action,English,1985,3.7,Yuki Kapoor,5046638.71
226,Silent Shadows,Drama,Mandarin,1992,4,Hana Costa,4805429.01
227,Burning Legacy,Horror,Telugu,2025,3.3,Arjun Chen,11738746.57
228,Midnight Legacy,Drama,English,1988,6.1,Emma Rossi,11478186.41
229,Shattered Dream,Action,Italian,2004,7.2,Hana Kim,7942887.8
230,Broken Truth,Horror,Hindi,2001,7.4,Chris Fernandes,16960231.99
231,Broken River,Animation,English,2023,9,Emma Silva,280512.07
232,Last Garden,Comedy,English,2007,3.5,Raj Rossi,19395438.68
233,Burning Horizon,Action,English,2021,6.7,Hana Kumar,16136279.98
234,Broken Voyage,Drama,English,2013,2.1,Emma Nolan,6142964.29
235,Eternal Legacy,Action,French,2012,8.8,James Patel,18641924.26
236,Burning Legacy,Animation,English,1998,8.9,Chris Lee,14731820.37
237,Endless Heart,Documentary,French,2016,3.7,Michael Smith,7367934.36
238,Endless Heart,Crime,Hindi,1999,2.2,David Rossi,10941016.2
239,Wild Echo,Action,Mandarin,1990,8.5,Emma Fernandes,9853576.67
240,Sacred Storm,Romance,English,1981,3.2,James Kim,99197503.32
241,Broken Garden,Sci-Fi,Tamil,2002,7.5,Maria Anderson,19188130.31
242,Hidden Path,Horror,Korean,1988,7.1,Hana Kim,16432813.15
243,Secret Legacy,Fantasy,Telugu,2010,4,Wei Silva,20778285.07
244,Endless Flame,Drama,Spanish,2016,3.1,Arjun Kim,7622268.38
245,Burning War,Romance,Japanese,1998,4.6,Sanjay Reddy,12981613.64
246,Silent Symphony,Sci-Fi,Hindi,1991,6,Wei Silva,11652568.56
247,Golden River,Horror,Portuguese,2018,8.3,David Smith,2517260128
248,Silent Shadows,Action,English,2011,4.2,Elena Lee,19966635.05
249,Secret Garden,Fantasy,Korean,2004,5.5,Anjali Kim,9088646.9
250,Silent Kingdom,Animation,English,2006,4.8,Michael Reddy,47759673.58
251,Crimson Path,Documentary,Hindi,2019,8.7,Chris Fernandes,14942028.4
252,Golden Dream,Horror,Hindi,1984,8.2,Sanjay Kapoor,17895495.97
253,Forgotten Garden,Sci-Fi,Korean,2013,4.2,Sanjay Smith,3802758.02
254,Eternal Horizon,Adventure,Spanish,1986,4.6,Anjali Silva,105441.53
255,Endless Shadows,Romance,Hindi,1986,6.4,Raj Smith,15390877.22
256,Wild City,Adventure,Mandarin,2012,9.5,Chris Smith,2473951.78
257,Eternal Garden,Animation,English,1986,2.6,Sanjay Wong,12279434.75
258,Broken Shadows,Adventure,German,2000,3.1,Emma Muller,706163.41
259,Last Flame,Drama,Hindi,2008,6.7,Raj Nolan,7950063.89
260,Broken War,Action,French,1995,3.7,Yuki Costa,76662829.53
261,Burning Heart,Sci-Fi,French,2011,9.3,James Rossi,13514455.38
262,Wild Journey,Sci-Fi,Hindi,2025,5.6,Emma Garcia,7200001.17
263,Eternal Shadows,Romance,Hindi,2003,2.9,Elena Iyer,13043071.85
264,Last Path,Horror,Spanish,2004,3.4,Sofia Muller,746570.79
265,Silent River,Comedy,English,1988,2.7,Arjun Reddy,2599498.66
266,Burning War,Thriller,English,2002,3.6,Michael Iyer,11635815.6
267,Sacred Symphony,Animation,English,2008,7.1,Arjun Kim,125761475.6
268,Rising Island,Thriller,Hindi,2012,3.6,Maria Anderson,17044558.47
269,Shattered Shadows,Adventure,Japanese,1989,4.3,Michael Garcia,15533950.55
270,Lost River,Thriller,Korean,1986,2.5,Priya Anderson,3896845.77
271,Sacred Kingdom,Thriller,English,2025,5,Priya Iyer,9316065.41
272,Hidden City,Comedy,English,2023,8,Priya Silva,14090537.95
273,Burning Journey,Sci-Fi,Hindi,2020,2.7,Sofia Chen,12197889.61
274,Lost Horizon,Sci-Fi,English,1990,5.2,Sofia Watanabe,832715.66
275,Sacred Dream,Crime,Tamil,2016,5.7,Sanjay Kumar,140624068.7
276,Wild Truth,Action,English,2021,4.1,Anjali Costa,994568.52
277,Lost Legacy,Action,Tamil,1993,7.8,Priya Garcia,14891463.4
278,Dark Journey,Romance,Spanish,2002,9.1,Aiko Patel,144491695.8
279,Burning Garden,Action,Korean,1993,5.2,Sanjay Watanabe,3826456.84
280,Endless City,Comedy,Spanish,2020,3.8,Arjun Rossi,50249190.66
281,Rising Path,Drama,English,1999,3,Nina Wong,4872146.16
282,Secret War,Comedy,Italian,2002,7.2,Wei Watanabe,4853381.41
283,Last Island,Sci-Fi,German,1990,7.1,Wei Kim,2382663467
284,Shattered Storm,Drama,Japanese,1980,4.7,Carlos Nolan,5653617.07
285,Crimson Legacy,Fantasy,Hindi,1987,3.2,Luis Patel,5825639.59
286,Endless Kingdom,Action,English,2011,2.6,David Costa,12919899.61
287,Distant Symphony,Thriller,German,2000,2.1,James Lee,18708214.26
288,Midnight Journey,Drama,English,1981,2.2,Michael Watanabe,3755407.94
289,Secret Dream,Drama,German,1999,7.6,David Iyer,16515268.83
290,Forgotten Journey,Horror,English,2003,8.3,Arjun Rossi,2189359.43
291,Shattered Horizon,Thriller,Spanish,2011,7.5,Sofia Kim,1650643.32
292,Lost Dream,Comedy,Hindi,2005,2.7,Anjali Patel,4404591.47
293,Rising Shadows,Action,Telugu,2012,5.2,Sofia Garcia,10316707.87
294,Distant River,Drama,Hindi,2022,9.2,Yuki Kapoor,133661.13
295,Wild Truth,Crime,English,1985,6.1,Sanjay Patel,10717171.77
296,Hidden Echo,Crime,French,1983,7.4,David Kim,11322214.24
297,Distant Truth,Documentary,Korean,1988,4.2,David Anderson,25011502.15
298,Crimson Journey,Adventure,Japanese,2024,2.6,Chris Muller,18866398.6
299,Rising Garden,Thriller,Spanish,2005,4,Emma Kapoor,56507667
300,Last Journey,Romance,Korean,1992,6,Arjun Wong,9190191.07
301,Endless Flame,Fantasy,English,2012,8.8,Chris Garcia,142308802.3
302,Burning Empire,Animation,Spanish,2025,8.3,Maria Anderson,16612704.03
303,Shattered Island,Comedy,Portuguese,1992,6.2,James Watanabe,12394759.45
304,Shattered Journey,Action,Hindi,1980,7.3,Carlos Patel,14163158.02
305,Distant Kingdom,Crime,Portuguese,1992,6.2,Priya Kapoor,16837406.73
306,Silent City,Drama,English,2012,7.5,Priya Wong,12095702.41
307,Last Truth,Animation,Hindi,2018,2.8,Emma Kumar,13893859.57
308,Silent Flame,Documentary,English,1981,5.7,James Kumar,11107212.02
309,Sacred Echo,Comedy,French,1996,6,Arjun Patel,6880242.03
310,Hidden Symphony,Animation,Spanish,1982,8,Anjali Garcia,16375045.44
311,Dark Echo,Documentary,Portuguese,2024,8.3,Michael Rossi,129952202.5
312,Golden Truth,Horror,Spanish,1999,8.7,Chris Kim,3436069.78
313,Rising War,Horror,French,2004,9,David Sharma,9694583.25
314,Lost Shadows,Thriller,Hindi,2018,2.3,Wei Watanabe,5503094.4
315,Secret City,Horror,Spanish,2013,6.4,Wei Nolan,182475125.9
316,Last Storm,Sci-Fi,Korean,2020,2.7,Sofia Rossi,188955867.8
317,Golden Heart,Horror,Japanese,2012,8.4,Emma Muller,148824251.8
318,Forgotten Horizon,Fantasy,Hindi,2000,8.6,Nina Anderson,4906268.9
319,Lost Truth,Comedy,English,1980,8.7,Luis Iyer,11396101.86
320,Sacred Dream,Crime,English,1999,7.4,Arjun Costa,18751720.5
321,Forgotten Kingdom,Thriller,French,1985,6.4,Sofia Costa,9384054.95
322,Distant Kingdom,Documentary,Hindi,1991,4.1,Arjun Reddy,3333074.16
323,Midnight Journey,Fantasy,English,1983,5,Carlos Kim,10063227.39
324,Last Storm,Thriller,Japanese,1988,6.5,James Garcia,17516545.13
325,Forgotten Empire,Action,English,2014,6.8,Raj Fernandes,58200740.05
326,Forgotten Shadows,Adventure,Spanish,2019,7.1,David Kapoor,8314723.9
327,Broken Kingdom,Adventure,French,2011,9.4,Michael Kumar,177196560.4
328,Silent River,Crime,Korean,2000,2.4,Hana Fernandes,421096.82
329,Crimson Empire,Animation,German,1985,4.7,Priya Silva,13618993.52
330,Endless Empire,Adventure,Portuguese,2016,4.5,Hana Kumar,9577341.86
331,Broken Heart,Adventure,German,2025,5.4,Arjun Muller,18821753.34
332,Hidden City,Action,Spanish,1986,6.9,Priya Watanabe,793235886.4
333,Golden Shadows,Crime,English,1983,6.1,Carlos Reddy,5219305.95
334,Dark Truth,Fantasy,English,1991,8.5,Yuki Anderson,15573200.17
335,Lost War,Documentary,English,2002,8.8,Michael Patel,15806860.09
336,Silent Legacy,Adventure,Japanese,1984,8.1,Michael Muller,11305811.74
337,Distant Echo,Adventure,French,1994,2.2,Raj Kumar,4874492.01
338,Rising Storm,Horror,German,2021,4.1,Nina Smith,2256156708
339,Frozen City,Comedy,Tamil,1998,2.7,Raj Wong,64951917.6
340,Forgotten Voyage,Crime,Italian,1993,6.3,Carlos Muller,15490107.53
341,Burning Dream,Sci-Fi,Telugu,1999,7.1,Maria Watanabe,224506666.9
342,Sacred Empire,Animation,Japanese,1986,7.6,Luis Iyer,6823818.43
343,Shattered River,Action,French,1992,7.9,Raj Nolan,11923836.67
344,Wild Path,Fantasy,English,1981,2.4,David Garcia,41683451.03
345,Frozen Empire,Animation,Hindi,1991,3.7,Elena Watanabe,10933141.32
346,Last Garden,Horror,Tamil,1984,4.6,Carlos Rossi,5495808.5
347,Eternal Shadows,Romance,English,1982,3.5,Anjali Silva,19040957.95
348,Midnight Shadows,Horror,Korean,2021,5.4,Sofia Reddy,8236943.77
349,Midnight Echo,Sci-Fi,Hindi,2006,4.9,Wei Iyer,17639508.42
350,Hidden Shadows,Thriller,French,1996,7.2,Michael Rossi,13285366.64
351,Golden Voyage,Action,Mandarin,1983,5,Elena Fernandes,8876407.32
352,Forgotten War,Crime,English,2021,8.4,Sanjay Fernandes,19895236.85
353,Lost Echo,Horror,Japanese,2005,9.3,Arjun Kim,16532659
354,Golden Island,Adventure,English,2019,7.7,Arjun Wong,82599974.97
355,Wild Symphony,Crime,English,1989,2.5,Sanjay Muller,10573111.25
356,Rising Journey,Adventure,English,2022,5.5,Anjali Fernandes,16650811.84
357,Distant Legacy,Sci-Fi,English,1996,4.8,Priya Muller,10475585.93
358,Sacred War,Adventure,English,2005,4.2,Luis Chen,9592882.66
359,Eternal Garden,Comedy,English,1988,4.8,Sanjay Rossi,10491556.13
360,Shattered City,Action,Spanish,1980,6.3,Anjali Costa,14377701.5
361,Midnight River,Romance,English,2008,2.7,Nina Garcia,8491755.9
